id,denominacao_atual,endereco,bairro,distrito,secretaria,historico
5248,"CR. P. CONV. ANANDA MARGA, LAR DE CRIANCA",RUA  ANTONIO LOPES DE BARROS 825,,CACHOEIRINHA,,
5251,CR. P. CONV. ANDRE REGO DOS SANTOS,RUA SAO TEOFILO 804,,VILA MEDEIROS,,
5258,CR. P. CONV. ANGLICANA LINA RODRIGUES - UNID I,TAUBATÉ 24,,VILA ANDRADE,,
5272,CR. P. CONV. ANNE FRANK,RUA  CORRE,,ITAQUERA,,
5276,EMEI CEU ANTON MAKARENKO,R Daniel Muller 347,CHAC. DA. OLIVIA,ITAIM PAULISTA,EDUCAÇÃO,"""Anton Semionovich Makarenko nasceu em 1888 na Ucrânia, filho de um operário ferroviário e de uma dona de casa. Aprendeu a ler e escrever com a mãe, como a maioria das crianças da época, e logo depois foi matriculado numa escola primária. Lá teve acesso às disciplinas de Língua Russa, Aritmética, Geografia, História, Ciências Naturais, Física, Desenho, Canto, Ginástica e Catecismo, mas não pôde estudar sua língua materna, a ucraniana, proibida pelo império czarista na Rússia, nem Lógica e Filosofia, exclusivas da elite. Aos 17 anos, Makarenko concluiu o curso de Magistério e entrou em contato com as idéias revolucionárias de Lênin e Máximo Gorki, que influenciaram sua visão de mundo e de educação. Sua primeira experiência em sala de aula ocorreu em 1906, na Escola Primária das Oficinas Ferroviárias, onde lecionou por oito anos. Em seguida assumiu a direção de uma escola secundária. Mais consciente do modelo de educação que queria aplicar, ampliou o espaço cultural e mudou o currículo com a ajuda de pais e professores. E estabeleceu o ensino da língua ucraniana. Sua mais marcante experiência deu-se de 1920 a 1928, na direção da Colônia Gorki, instituição rural que atendia crianças e jovens órfãos que haviam vivido na marginalidade. Lá ele pôs em prática um ensino que privilegiava a vida em comunidade, a participação da criança na organização da escola, o trabalho e a disciplina. Publicou novelas, peças de teatro e livros sobre educação, sendo Poema Pedagógico o mais importante. Morreu de ataque cardíaco durante uma viagem de trem em 1939, ano que ficaria marcado pelo início da Segunda Guerra Mundial."" Fonte:https://novaescola.org.br/conteudo/1557/anton-makarenko-o-professor-do-coletivo#"
5283,CR. P. CONV. ANTONIO ALVES GOMES,RUA  CESAR MARENGO 208,,CAMPO GRANDE,,
5292,CR. P. CONV. ANTONIO CARLOS DIGILIO,RUA  JOSE DOS REIS 615,,VILA PRUDENTE,,
5301,EMEI ANTONIO FIGUEIREDO AMARAL,RUA LEONARDO JONES JUNIOR 34,,SANTA CECÍLIA,EDUCAÇÃO,
5304,CEI DOUTOR ANTONIO JOAO ABDALLA,ÂNGELO APARECIDO DOS SANTOS DIAS 257,,RAPOSO TAVARES,EDUCAÇÃO,
5307,EMEI ANTONIO MUNHOZ BONILHA,RUA VICENTE ANTONIO DE OLIVEIRA 668,,PIRITUBA,EDUCAÇÃO,
5312,EMEI DOUTOR ANTONIO ROBERTO ALVES BRAGA,RUA DOS ESCOTEIROS 110,,VILA JACUÍ,EDUCAÇÃO,
5313,EMEF PROFESSOR ANTONIO RODRIGUES DE CAMPOS,PRÍNCIPE 38,,JARAGUÁ,EDUCAÇÃO,
5314,EMEI PROFESSOR ANTONIO RUBBO MULLER,RUA CARMINHA 123,,SÃO LUCAS,EDUCAÇÃO,
5315,EMEFM VEREADOR ANTONIO SAMPAIO,VOLUNTÁRIOS DA PÁTRIA 733,,SANTANA,EDUCAÇÃO,
5316,"EMEF ANTONIO SANT ANA GALVAO, FREI",RUA GENERAL JERONIMO FURTADO 715,,JAÇANÃ,EDUCAÇÃO,
5320,EMEI PROFESSORA APARECIDA MARIA DE MENDONCA,RUA ISIDORO DE LARA 150,,JOSÉ BONIFÁCIO,EDUCAÇÃO,
5321,EMEI ARACY DE ALMEIDA,RUA WALDEMAR ORTEGA 650,,CAPÃO REDONDO,EDUCAÇÃO,
5322,CEI ARAUCARIAS,R ALBERTO FINK SN,,JOSÉ BONIFÁCIO,EDUCAÇÃO,
5325,CEU EMEI ARICANDUVA,RUA  OLGA FADEL ABARCA SN,,CIDADE LÍDER,EDUCAÇÃO,
5327,CEU CEI ARICANDUVA,RUA OLGA FADEL ABARCA SN,,CIDADE LÍDER,EDUCAÇÃO,
5329,EMEI DOUTOR ARISTIDES NOGUEIRA,CAMPO DO ARAVIL 290,,GRAJAÚ,EDUCAÇÃO,
5331,EMEI PROFESSOR ARLINDO VEIGA DOS SANTOS,RUA FELIX ALVES PEREIRA 9,,CACHOEIRINHA,EDUCAÇÃO,
5337,EMEF ARTHUR ALVIM,R DESEMBARGADOR ROCHA PORTELA 464,ARTUR ALVIM,ARTUR ALVIM,EDUCAÇÃO,"Artur Alvim foi um engenheiro ferroviário e importante funcionário da ferrovia Central do Brasil. O profissional chegou a ser chefe da Seção de Engenharia  na Administração de Herculano Velloso Ferreira Pena. No ano de 1921 idealizou e projetou a construção do chamado Ramal de São Paulo da Estrada de Ferro Central do Brasil que, obviamente, cortava o bairro e contribuiu para a construção da primeira escola municipal da região. Essa estação foi inaugurada no mesmo ano, em 19 de agosto."
5340,EMEI ARTHUR ETZEL,PARQUE DOMINGOS LUIS 20,JD. S. PAULO (SANTANA),SANTANA,EDUCAÇÃO,"Arthur Etzel nasceu em 30 de setembro de 1889, na mesma casa em que residiu, no Jardim da Luz, em São Paulo, até a data de seu falecimento.Trabalhou mais de 60 anos no funcionalismo municipal, sempre cuidando da Divisão de Parques e Jardins, da qual foi chefe de divisão.Foi admitido na Prefeitura em 28 de setembro de 1909, como ajudante de administrador de jardins, mas desde os 14 anos auxiliava seu pai, que era chefe de Parques e Jardins.Pelos relevantes serviços prestados ao município, o prefeito Wladimir de Toledo Piza, pela Lei nº 5047, de 21 de setembro de 1956,assegurou, após sua aposentadoria o uso, em caráter vitalício da casa onde residiaPor decreto de setembro de 1959, recebeu o título de servidor emérito. Nunca parou de trabalhar, seguindo sua rotina que se iniciava às 6 e meia da manhã, mesmo aos domingos e feriados.Foi obrigado a interromper suas atividades profissionais apenas no dia 4 de março de 1971, quando, em plena atividade, foi vítima de infarto, sendo removido para o Hospital Municipal, onde faleceu, no dia 11 daquele mesmo mês.Certa ocasião, durante uma greve na companhia de gás, contando com a colaboração dos funcionários da repartição que dirigia, utilizando um bumbo conseguido no Teatro Municipal, comandou, através de batidas sincronizadas, a colocação de carvão nas fornalhas, evitando que São Paulo ficasse sem gás.Outra obra importante, foi ter construído, em apenas 24 horas, a praça Clóvis Bevilacqua, na Capital.Fonte:Volume 1 – As EMEIsSÃO PAULO (Cidade) Secretaria Municipal da Educação. Memorial do Ensino Municipal. Identidade: Patronos das Escolas Municipais de Ensino Fundamental, Ensino Fundamental e Médio e Educação Especial.//São Paulo SME/MEM,2004.v.2."
5343,CEI MAESTRO ARTURO DE ANGELIS,RUA SANTO ANTONIO DE ENTRE RIOS 25,,VILA CURUÇÁ,EDUCAÇÃO,
5350,CEI ASSMA GHABI CURIATI,FRANCISCO MATIAS 105,,SAPOPEMBA,EDUCAÇÃO,
5351,EMEI PROFESSORA ASTROGILDA DE ABREU SEVILHA,RUA INACIO PARREIRAS NEVES 15,,JARDIM ÂNGELA,EDUCAÇÃO,
5353,EMEI ATAULFO ALVES,CACHOEIRA DE MINAS 172,,SAO MATEUS,EDUCAÇÃO,
5354,EMEI AUGUSTO FROEBEL,RUA FABIO JOSE BEZERRA 643,,ERMELINO MATARAZZO,EDUCAÇÃO,
5358,EMEI AURELIO BUARQUE DE HOLANDA FERREIRA,RUA DOUTOR ARMANDO FAJARDO 400,,GRAJAÚ,EDUCAÇÃO,
5364,EMEI AYRTON SENNA DA SILVA,RUA SEBASTIAO AFONSO 271,,CIDADE ADEMAR,EDUCAÇÃO,
5365,CEI AYRTON SENNA DA SILVA,AV INACIO CUNHA LEME 205,,SOCORRO,EDUCAÇÃO,
5369,CEI BALNEARIO MAR PAULISTA,R MATSUICHI WADA S/N,,PEDREIRA,EDUCAÇÃO,
5377,EMEI PROFESSOR BENEDICTO CASTRUCCI,RUA  CACHOEIRA PORAQUE SN,,RAPOSO TAVARES,EDUCAÇÃO,
5378,CEI VEREADOR BENEDICTO ROCHA,RUA  DENIS CHAUDET 150,,VILA SONIA,EDUCAÇÃO,
5379,CEI BENEDITO BUENO,RUA VICENTE ANTONIO DE OLIVEIRA 674,,,EDUCAÇÃO,
5380,CEI BENEDITO BUENO,VICENTE ANTÔNIO DE OLIVEIRA 674B,,PIRITUBA,EDUCAÇÃO,
5388,EMEI BENJAMIN CONSTANT,ESTRADA CASA GRANDE 133,,SAPOPEMBA,EDUCAÇÃO,
5389,EMEI CEU PADRE BENNO HUBERT STOLLENWERK,BARBINOS 111,,SACOMÃ,EDUCAÇÃO,
5390,EMEI BERNARDINO PIMENTEL MENDES,EMEI BERNARDINO PIMENTEL MENDES,,,EDUCAÇÃO,
5394,CR. P. CONV. BETTY LAFER,JORGE VELHO 96,,BOM RETIRO,,
5395,EMEI MINISTRO BILAC PINTO,RUA IBIRAIARAS 19,JD. VISTA ALEGRE,BRASILÂNDIA,EDUCAÇÃO,
5398,EMEI BORBA GATO,RUA PAULO EIRO 567,,SANTO AMARO,EDUCAÇÃO,
5399,CR. P. CONV. BRASILIA LACERDA ARRUDA BOTELHO,RUA CONDE DE SAO JOAQUIM 253,,BELA VISTA,,
5406,CEI BURGO PAULISTA,R ANTONIO FORTUNATO 1050,,PONTE RASA,EDUCAÇÃO,
5407,CEU EMEF BUTANTA,AV ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA 1870,,RIO PEQUENO,EDUCAÇÃO,
5408,CEU CEI BUTANTA,AV ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA 1870,,RIO PEQUENO,EDUCAÇÃO,
5409,CEU BUTANTA,AV ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA 1870,,RIO PEQUENO,EDUCAÇÃO,
5410,CEU EMEI BUTANTA,AV ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA 1870,,RIO PEQUENO,EDUCAÇÃO,
5412,CEI CABREUVAS,R ANTONIO GANDINI 858,,ITAQUERA,EDUCAÇÃO,
5414,EMEI CAIO GRACO DA SILVA PRADO,RUA PEDRO POMAR 74,,BRASILÂNDIA,EDUCAÇÃO,
5419,EMEI PROFESSOR CAMILLO ASHCAR,RUA  JOSE PORFIRIO DE SOUZA 495,,RAPOSO TAVARES,EDUCAÇÃO,
5420,CEU EMEI CAMINHO DO MAR,AV ENGENHEIRO ARMANDO DE ARRUDA PEREIRA 5241,,JABAQUARA,EDUCAÇÃO,
5421,CEU EMEF CAMINHO DO MAR,AV ENGENHEIRO ARMANDO DE ARRUDA PEREIRA 5241,,JABAQUARA,EDUCAÇÃO,
5422,CEU CEI CAMINHO DO MAR,AV ENGENHEIRO ARMANDO DE ARRUDA PEREIRA 5241,,JABAQUARA,EDUCAÇÃO,
5424,CEU CEI CAMPO LIMPO,AV CARLOS LACERDA 678,,CAMPO LIMPO,EDUCAÇÃO,
5425,CEU EMEI CAMPO LIMPO,AV CARLOS LACERDA 678,,CAMPO LIMPO,EDUCAÇÃO,
5432,CR. P. CONV. CANTIDEO DELMEDICO,ARNOLDO MATTERS 22,,PEDREIRA,,
5433,CEI VEREADOR CANTIDIO NOGUEIRA SAMPAIO,RUA  VICENTE QUEROL 150,,TREMEMBÉ,EDUCAÇÃO,
5436,CEU EMEI CANTOS DO AMANHECER,AV CANTOS DO AMANHECER S/N,,CAMPO LIMPO,EDUCAÇÃO,
5437,CEU CEI CANTOS DO AMANHECER,AV CANTOS DO AMANHECER S/N,,CAMPO LIMPO,EDUCAÇÃO,
5438,CEU EMEF CANTOS DO AMANHECER,AV CANTOS DO AMANHECER S/N,,CAMPO LIMPO,EDUCAÇÃO,
5440,CEU CEI CAPAO REDONDO - ELON MACENA,RUA DANIEL GRAN SN,,CAPÃO REDONDO,EDUCAÇÃO,"Elon Macena, nascido em 18 de julho de 1946, Santa Bárbara do Sul - RS, filho de Pacifico Macena e Aurora de Campos Macena.Era casado com Eliete Penno Macena, com quem teve três filhos: Gustavo, Humberto e Victor.O Professor Elon, iniciou sua carreira no magistério estadual de São Paulo na Escola Estadual Oswaldo Aranha, como professor substituto, indo a professor de classe, a Orientador de Educação Moral e Cívica, a Assistente de Diretor de Escola e, por fim, a Diretor de Escola, função que exerceu de 1981 a 1998, quando se aposentou como professor da Educação Básica. Paralelamente à atividade de Diretor da Rede Estadual EEPSG Oswaldo Aranha, exerceu, no Ensino Municipal, a função de professor nas EMEF Chiquinha Rodrigues, Rui Barbosa, Prefeito Adhemar de Barros, onde também exerceu funções de professor auxiliar de direção, com atribuições administrativas, Lineu Prestes e Franklin Augusto Moura Campos, nas quais não ministrou aulas, e na EMEF Professora Shirley Guio. Tornou-se efetivo, por concurso público de provas e títulos na Rede Municipal, exercendo funções de professor, auxiliar de período, membro da equipe de Apoio Pedagógico da Delegacia de Ensino, Supervisor Escolar e, por vários anos, prestou serviços técnicos educacionais na Coordenadoria de Educação de Campo Limpo. Em 30/12/2008, foi designado Gestor do Centro Educacional Unificado Capão Redondo onde desenvolveu um trabalho brilhante junto a Comunidade local. Paralelo às atividades docentes e técnicas, exerceu as funções de professor no ensino superior, tendo iniciado, em 1975, na Faculdade Teológica Batista de São Paulo, onde, por seis anos, abriu mão de seu salário para que este servisse de bolsa de estudo aos alunos carentes. Concomitantemente ao trabalho no Estado, na Prefeitura e na Faculdade Teológica, prestou serviços à Escola Vocacional Luiz Antônio Machado, ao Instituto de Educação Prudente de Moraes, em Santana, ao Colégio Batista Brasileiro, ao Colégio Anglo Latino e à Universidade de Santo Amaro.Faleceu no dia 17 de dezembro de 2016, com 70 anos de idade.Fonte: Projeto de Lei nº 67/21 do vereador Isac Félix. "
5441,CEU EMEF CAPAO REDONDO,RUA DANIEL GRAN SN,,CAPÃO REDONDO,EDUCAÇÃO,
5442,CEU EMEI CAPAO REDONDO,RUA DANIEL GRAN SN,,CAPÃO REDONDO,EDUCAÇÃO,
5451,EMEI DOUTOR CARLOS EDUARDO DE CAMARGO ARANHA,DO BOQUEIRÃO 107,,CURSINO,EDUCAÇÃO,
5453,EMEI PROFESSOR CARLOS HUMBERTO VOLPON,RUA SARGENTO LUIS RODRIGUES FILHO 191,,SAPOPEMBA,EDUCAÇÃO,
5454,"EMEI CARLOS JEREISSATI, SEN.",RUA GUILHERME VALENCIA 125,,JOSÉ BONIFÁCIO,EDUCAÇÃO,
5455,EMEI CEU DOUTOR CARLOS OLIVALDO DE SOUZA LOPES MUNIZ,CLAREAR 141,,VILA JACUÍ,EDUCAÇÃO,
5457,EMEI CARLOTA PEREIRA DE QUEIROZ,FERNANDO GANGA 25,,CIDADE TIRADENTES,EDUCAÇÃO,
5458,CR. P. CONV. CARMEM MENDES CONCEICAO,RUA VIGARIO TAQUES BITENCOURT 172,,SANTO AMARO,,
5467,EMEI GOVERNADOR CARVALHO PINTO,RUA ANTONIO ALVES SANTOS 45,,SÃO LUCAS,EDUCAÇÃO,
5468,CEU CEI CASA BLANCA,R JOAO DAMASCENO 85,,JARDIM SÃO LUIS,EDUCAÇÃO,
5469,CEU EMEF CASA BLANCA,R JOAO DAMASCENO 85,,JARDIM SÃO LUIS,EDUCAÇÃO,
5470,CEU EMEI CASA BLANCA,R JOAO DAMASCENO 85,,JARDIM SÃO LUIS,EDUCAÇÃO,
5473,EMEF CASARAO (EXTINTA),MAJOR JOSÉ MARIOTO FERREIRA101,,VILA ANDRADE,EDUCAÇÃO,
5476,EMEI CASPER LIBERO,RUA COMENDADOR NESTOR PEREIRA 146,,PARI,EDUCAÇÃO,
5480,CR. P. CONV. CATARINA KENTENICH - CENTRO EDUCACIONAL CRECHE,RUA DONA GERTRUDES JORDAO 326,,JARAGUÁ,,
5481,CR. P. CONV. CATARINA LABOURE,CIPRIANO BARATA 2028,,IPIRANGA,,
5486,EMEI CECILIA MEIRELES,RUA DOUTOR PAULO QUEIROZ 987,,SAO MATEUS,EDUCAÇÃO,
5488,EMEI PROFESSORA CECILIA SANT ANNA DE SOUZA,FONTOURA XAVIER 226,,ITAQUERA,EDUCAÇÃO,
5490,EMEI PROFESSORA CELIA CAMARGO PENTEADO ELIAS,RUA JOSE VIEIRA DO RIO 257,,SÃO RAFAEL,EDUCAÇÃO,
5492,CEI CELIA PERES SUNHIGA,RUA  DAVID DE MELO LOPES 159,,SAPOPEMBA,EDUCAÇÃO,
5497,CEI PROFESSOR CELSO DANIEL,JOSE DORIA DE ANDRADE 535,,CIDADE LÍDER,EDUCAÇÃO,
5498,EMEI PROFESSOR CELSO DE SOUSA OLIVEIRA,ROBERTO LANARI 1000,,JAÇANÃ,EDUCAÇÃO,
5499,EMEI PROFESSOR CELSO FERREIRA DA SILVA,RUA PIETRO MONGINI 15,,CIDADE ADEMAR,EDUCAÇÃO,
5501,CR. P. CONV. CENT COMUN JOAO PAULO I - NC CON ANTONIO TOZELLI,EDU CHAVES 1500,,VILA MEDEIROS,,
5502,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-BT,RUA  ALVARENGA 573,,VILA SONIA,EDUCAÇÃO,
5503,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-CL,RUA NOSSA SENHORA DO BOM CONSELHO 65,,CAPÃO REDONDO,EDUCAÇÃO,
5504,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-CS,RUA  LAUZANE 955,,SOCORRO,EDUCAÇÃO,
5505,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-FO,LÉO RIBEIRO DE MORAES 66,,FREGUESIA DO Ó,EDUCAÇÃO,
5506,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-G,RUA  AGAPITO MALUF 26,,GUAIANASES,EDUCAÇÃO,
5507,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-IP,RUA  LEANDRO DUPRE 525,,VILA MARIANA,EDUCAÇÃO,
5508,CEFAI CENTRO DE FORMACAO E ACOMPANHAMENTO A INCLUSAO-CEFAI-IQ,AV ITAQUERA 241,,CIDADE LÍDER,EDUCAÇÃO,
